SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2008/2009	SCHOOL LEVEL	BC Public School	085	Vancouver Island North	08585026	Port Hardy Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156002	Fraser Lake Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156008	Nechako Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09191023	Lakes District Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09339006	Kitsilano Secondary (Francophone Prog)	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09343092	Ecole des Pionniers	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09344004	Ecole Andre Piolat	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09346017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09347021	Brooks Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09377002	Ecole Secondaire de Summerland	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09393002	Gabrielle-Roy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			02296261	Vernon Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			02396013	Immaculata Regional High School	Chemistry 12	12	10	8	80
2008/2009	SCHOOL LEVEL	BC Independent School			02396281	Kelowna Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			02396738	Heritage Christian Online School (DL)	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03396251	Highroad Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03396354	Mount Cheam Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03496020	Mennonite Educational Institute	Chemistry 12	12	30	29	97
2008/2009	SCHOOL LEVEL	BC Independent School			03496069	Abbotsford Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03596061	Fraser Valley Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03596289	Credo Christian Schools	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03596311	Langley Christian	Chemistry 12	12	13	11	85
2008/2009	SCHOOL LEVEL	BC Independent School			03596376	King's School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03696015	Fraser Valley Christian High	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03696166	Holy Cross Regional High School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03696309	White Rock Christian Academy	Chemistry 12	12	12	12	100
2008/2009	SCHOOL LEVEL	BC Independent School			03696394	Pacific Academy	Chemistry 12	12	14	14	100
2008/2009	SCHOOL LEVEL	BC Independent School			03696476	Regent Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03696610	Southridge School	Chemistry 12	12	12	12	100
2008/2009	SCHOOL LEVEL	BC Independent School			03696720	Traditional Learning Academy Online	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03796694	Southpointe Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03896178	Richmond Christian School	Chemistry 12	12	24	17	71
2008/2009	SCHOOL LEVEL	BC Independent School			03996002	St George's School	Chemistry 12	12	16	16	100
2008/2009	SCHOOL LEVEL	BC Independent School			03996004	Crofton House	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996007	Vancouver College	Chemistry 12	12	21	21	100
2008/2009	SCHOOL LEVEL	BC Independent School			03996011	York House School	Chemistry 12	12	14	14	100
2008/2009	SCHOOL LEVEL	BC Independent School			03996019	Little Flower Academy	Chemistry 12	12	10	10	100
2008/2009	SCHOOL LEVEL	BC Independent School			03996022	Notre Dame Regional Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996030	St Patrick Regional Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996319	Columbia College	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996451	King David High School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996601	West Coast Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996645	West Point Grey Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996659	Century High School	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Independent School			03996732	Pacific Torah Institute	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			03996733	Pattison High School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04196031	St Thomas More Collegiate	Chemistry 12	12	18	18	100
2008/2009	SCHOOL LEVEL	BC Independent School			04196766	Carver Christian High School	Chemistry 12	12	14	8	57
2008/2009	SCHOOL LEVEL	BC Independent School			04296400	Meadowridge School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04396349	Coquitlam College	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04396579	British Columbia Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04396588	Traditional Learning Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04396629	Archbishop Carney Secondary	Chemistry 12	12	17	17	100
2008/2009	SCHOOL LEVEL	BC Independent School			04496062	St Thomas Aquinas	Chemistry 12	12	14	13	93
2008/2009	SCHOOL LEVEL	BC Independent School			04496551	Bodwell High School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04496803	Bodwell Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			04596367	Collingwood School	Chemistry 12	12	39	30	77
2008/2009	SCHOOL LEVEL	BC Independent School			04596701	Mulgrave School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			05496091	Houston Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			05796491	Westside Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06196008	St Michaels University School - Senior	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06196010	St Margaret's	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06196021	Glenlyon Norfolk School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06196084	Pacific Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06196341	St Andrew's Regional High	Chemistry 12	12	20	18	90
2008/2009	SCHOOL LEVEL	BC Independent School			06296461	Lighthouse Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			06896256	Nanaimo Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07296335	Campbell River Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07396194	St Ann's Academy	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07396280	Kamloops Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07996005	Brentwood College	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07996006	Shawnigan Lake	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			07996680	Island Oak High School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			08396240	King's Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Independent School			08396713	Anchor Academy (DL)	Chemistry 12	12	Msk	Msk	Msk
2009/2010	PROVINCE LEVEL	PROVINCE - Total					Chemistry 12	12	3587	3377	94
2009/2010	PROVINCE LEVEL	BC Public School					Chemistry 12	12	3192	3006	94
2009/2010	PROVINCE LEVEL	BC Independent School					Chemistry 12	12	395	371	94
2009/2010	DISTRICT LEVEL	BC Public School	005	Southeast Kootenay			Chemistry 12	12	15	15	100
2009/2010	DISTRICT LEVEL	BC Public School	006	Rocky Mountain			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	008	Kootenay Lake			Chemistry 12	12	45	34	76
2009/2010	DISTRICT LEVEL	BC Public School	010	Arrow Lakes			Chemistry 12	12	11	8	73
2009/2010	DISTRICT LEVEL	BC Public School	019	Revelstoke			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	020	Kootenay-Columbia			Chemistry 12	12	19	19	100
2009/2010	DISTRICT LEVEL	BC Public School	022	Vernon			Chemistry 12	12	29	27	93
2009/2010	DISTRICT LEVEL	BC Public School	023	Central Okanagan			Chemistry 12	12	86	84	98
2009/2010	DISTRICT LEVEL	BC Public School	027	Cariboo-Chilcotin			Chemistry 12	12	16	15	94
2009/2010	DISTRICT LEVEL	BC Public School	028	Quesnel			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	033	Chilliwack			Chemistry 12	12	67	62	93
2009/2010	DISTRICT LEVEL	BC Public School	034	Abbotsford			Chemistry 12	12	181	181	100
2009/2010	DISTRICT LEVEL	BC Public School	035	Langley			Chemistry 12	12	69	69	100
2009/2010	DISTRICT LEVEL	BC Public School	036	Surrey			Chemistry 12	12	398	380	95
2009/2010	DISTRICT LEVEL	BC Public School	037	Delta			Chemistry 12	12	62	61	98
2009/2010	DISTRICT LEVEL	BC Public School	038	Richmond			Chemistry 12	12	323	307	95
2009/2010	DISTRICT LEVEL	BC Public School	039	Vancouver			Chemistry 12	12	451	437	97
2009/2010	DISTRICT LEVEL	BC Public School	040	New Westminster			Chemistry 12	12	85	81	95
2009/2010	DISTRICT LEVEL	BC Public School	041	Burnaby			Chemistry 12	12	168	162	96
2009/2010	DISTRICT LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows			Chemistry 12	12	25	22	88
2009/2010	DISTRICT LEVEL	BC Public School	043	Coquitlam			Chemistry 12	12	270	254	94
2009/2010	DISTRICT LEVEL	BC Public School	044	North Vancouver			Chemistry 12	12	67	65	97
2009/2010	DISTRICT LEVEL	BC Public School	045	West Vancouver			Chemistry 12	12	32	30	94
2009/2010	DISTRICT LEVEL	BC Public School	046	Sunshine Coast			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	047	Powell River			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	048	Sea to Sky			Chemistry 12	12	11	11	100
2009/2010	DISTRICT LEVEL	BC Public School	049	Central Coast			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	051	Boundary			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	052	Prince Rupert			Chemistry 12	12	30	17	57
2009/2010	DISTRICT LEVEL	BC Public School	053	Okanagan Similkameen			Chemistry 12	12	33	25	76
2009/2010	DISTRICT LEVEL	BC Public School	054	Bulkley Valley			Chemistry 12	12	10	10	100
2009/2010	DISTRICT LEVEL	BC Public School	057	Prince George			Chemistry 12	12	23	21	91
2009/2010	DISTRICT LEVEL	BC Public School	058	Nicola-Similkameen			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	059	Peace River South			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	060	Peace River North			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	061	Greater Victoria			Chemistry 12	12	158	154	97
2009/2010	DISTRICT LEVEL	BC Public School	062	Sooke			Chemistry 12	12	19	19	100
2009/2010	DISTRICT LEVEL	BC Public School	063	Saanich			Chemistry 12	12	76	59	78
2009/2010	DISTRICT LEVEL	BC Public School	064	Gulf Islands			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	067	Okanagan Skaha			Chemistry 12	12	88	74	84
2009/2010	DISTRICT LEVEL	BC Public School	068	Nanaimo-Ladysmith			Chemistry 12	12	33	32	97
2009/2010	DISTRICT LEVEL	BC Public School	069	Qualicum			Chemistry 12	12	23	21	91
2009/2010	DISTRICT LEVEL	BC Public School	070	Alberni			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	071	Comox Valley			Chemistry 12	12	80	77	96
2009/2010	DISTRICT LEVEL	BC Public School	072	Campbell River			Chemistry 12	12	54	44	81
2009/2010	DISTRICT LEVEL	BC Public School	073	Kamloops/Thompson			Chemistry 12	12	18	18	100
2009/2010	DISTRICT LEVEL	BC Public School	075	Mission			Chemistry 12	12	17	16	94
2009/2010	DISTRICT LEVEL	BC Public School	079	Cowichan Valley			Chemistry 12	12	11	11	100
2009/2010	DISTRICT LEVEL	BC Public School	083	North Okanagan-Shuswap			Chemistry 12	12	18	18	100
2009/2010	DISTRICT LEVEL	BC Public School	084	Vancouver Island West			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	091	Nechako Lakes			Chemistry 12	12	Msk	Msk	Msk
2009/2010	DISTRICT LEVEL	BC Public School	093	Conseil scolaire francophone			Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00501006	Sparwood Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00502001	Mount Baker Secondary	Chemistry 12	12	14	14	100
2009/2010	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00603008	Selkirk Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807012	Salmo Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807013	L V Rogers Secondary	Chemistry 12	12	35	30	86
2009/2010	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00886018	J V Humphries Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	010	Arrow Lakes	01010006	Nakusp Secondary	Chemistry 12	12	11	8	73
2009/2010	SCHOOL LEVEL	BC Public School	019	Revelstoke	01919003	Revelstoke Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02009010	Stanley Humphries Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011012	J Lloyd Crowe Secondary	Chemistry 12	12	13	13	100
2009/2010	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011014	Rossland Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	022	Vernon	02222007	W L Seaton Secondary	Chemistry 12	12	14	13	93
2009/2010	SCHOOL LEVEL	BC Public School	022	Vernon	02222017	Vernon Secondary	Chemistry 12	12	11	10	91
2009/2010	SCHOOL LEVEL	BC Public School	022	Vernon	02222022	Kalamalka Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323005	Central School Programs	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323028	George Elliot Secondary	Chemistry 12	12	13	11	85
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323044	Rutland Senior Secondary	Chemistry 12	12	23	23	100
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323051	Mount Boucherie Senior Secondary	Chemistry 12	12	13	13	100
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323059	Okanagan Mission Secondary	Chemistry 12	12	10	10	100
2009/2010	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323076	Kelowna Secondary	Chemistry 12	12	26	26	100
2009/2010	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727047	Columneetza Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727056	Peter Skene Ogden Secondary	Chemistry 12	12	12	11	92
2009/2010	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727069	Williams Lake Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	028	Quesnel	02828034	Correlieu Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333012	Chilliwack Secondary	Chemistry 12	12	36	33	92
2009/2010	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333018	Sardis Secondary	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333043	GW Graham Middle Secondary	Chemistry 12	12	11	9	82
2009/2010	SCHOOL LEVEL	BC Public School	033	Chilliwack	03398003	Fraser Valley Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434022	Abbotsford Collegiate	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434038	Yale Secondary	Chemistry 12	12	57	57	100
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434041	W J Mouat Secondary	Chemistry 12	12	66	66	100
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434052	Rick Hansen Secondary	Chemistry 12	12	29	29	100
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434054	Robert Bateman Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434061	Abbotsford Traditional Senior Secondary	Chemistry 12	12	18	18	100
2009/2010	SCHOOL LEVEL	BC Public School	034	Abbotsford	03499101	Abbotsford Virtual School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535019	Langley Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535020	Aldergrove Community Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535029	Langley Fine Arts School	Chemistry 12	12	12	12	100
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535034	D W Poppy Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535036	Brookswood Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535041	R E Mountain Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535050	Walnut Grove Secondary	Chemistry 12	12	29	29	100
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03535056	Langley Fundamental Middle/Secondary Sch	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03599050	Langley Education Centre	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03599168	Langley Online and Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	035	Langley	03599173	Choices Program	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636000	Continuing Ed SD 36	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636022	Queen Elizabeth Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636028	North Surrey Secondary	Chemistry 12	12	12	12	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636045	Johnston Heights Secondary	Chemistry 12	12	22	22	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636047	Guildford Park Secondary	Chemistry 12	12	25	25	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636049	Semiahmoo Secondary	Chemistry 12	12	15	13	87
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636079	L A Matheson Secondary	Chemistry 12	12	19	19	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636105	Earl Marriott Secondary	Chemistry 12	12	27	27	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636106	Frank Hurt Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636114	Enver Creek Secondary	Chemistry 12	12	25	24	96
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636141	Fraser Heights Secondary	Chemistry 12	12	46	45	98
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636150	Tamanawis Secondary	Chemistry 12	12	45	40	89
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636156	Elgin Park Secondary	Chemistry 12	12	15	15	100
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636164	Sullivan Heights Secondary	Chemistry 12	12	19	18	95
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636167	Fleetwood Park Secondary	Chemistry 12	12	32	31	97
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636175	Clayton Heights Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636232	Panorama Ridge Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636246	Princess Margaret Secondary	Chemistry 12	12	57	53	93
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03636248	Kwantlen Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	036	Surrey	03699142	Surrey Connect: A Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737003	Delta Secondary	Chemistry 12	12	13	12	92
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737012	North Delta Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737021	Delview Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737034	Burnsview Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737037	South Delta Secondary	Chemistry 12	12	12	12	100
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737038	Sands Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03737040	Seaquam Secondary	Chemistry 12	12	17	17	100
2009/2010	SCHOOL LEVEL	BC Public School	037	Delta	03799170	Delta Access	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838000	Continuing Ed SD 38	Chemistry 12	12	11	7	64
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838024	R C Palmer Secondary	Chemistry 12	12	23	22	96
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838031	Hugh Boyd Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838033	Hugh McRoberts Secondary	Chemistry 12	12	23	23	100
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838042	J N Burnett Secondary	Chemistry 12	12	119	116	97
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838044	Matthew McNair Secondary	Chemistry 12	12	17	16	94
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838045	Steveston-London Secondary	Chemistry 12	12	43	42	98
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838058	Cambie Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838062	Robert Alexander McMath Secondary	Chemistry 12	12	17	15	88
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838064	A.R. MacNeill Secondary	Chemistry 12	12	26	24	92
2009/2010	SCHOOL LEVEL	BC Public School	038	Richmond	03838065	Richmond Secondary	Chemistry 12	12	27	26	96
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939000	Continuing Ed SD 39	Chemistry 12	12	12	11	92
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939003	Magee Secondary	Chemistry 12	12	19	18	95
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939004	Britannia Community Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939006	Kitsilano Secondary	Chemistry 12	12	30	28	93
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939007	John Oliver Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939008	Lord Byng Secondary	Chemistry 12	12	32	31	97
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939010	Templeton Secondary	Chemistry 12	12	17	16	94
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939011	Vancouver Technical Secondary	Chemistry 12	12	24	24	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939012	Point Grey Secondary	Chemistry 12	12	25	23	92
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939014	Gladstone Secondary	Chemistry 12	12	23	23	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939015	Sir Winston Churchill Secondary	Chemistry 12	12	20	19	95
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939016	Killarney Secondary	Chemistry 12	12	63	63	100
